BeginDate,EndDate,TimeWindow,Correlation,Corr. Stddev,#EQs
1997.0746399999998,1998.0746,1.0,1.7518,1.4813,186
1997.1515599999998,1998.15152,1.0,1.6428,1.4763,179
1997.22848,1998.22844,1.0,1.6022,1.402,181
1997.3054,1998.30536,1.0,1.59,1.3954,180
1997.38232,1998.38228,1.0,1.6247,1.4195,175
1997.45924,1998.4592,1.0,1.7447,1.4028,172
1997.5361599999999,1998.53612,1.0,1.9152,1.4576,176
1997.6130799999999,1998.61304,1.0,1.8546,1.4758,174
1997.6899999999998,1998.68996,1.0,1.8761,1.4967,182
1997.7669199999998,1998.76688,1.0,1.8673,1.5068,183
1997.84384,1998.8438,1.0,1.8645,1.5838,177
1997.92076,1998.92072,1.0,1.7297,1.6361,157
1997.99768,1998.99764,1.0,1.6544,1.6566,146
1998.0746,1999.07456,1.0,1.3071,1.6428,135
1998.15152,1999.15148,1.0,1.2861,1.6278,135
1998.2284399999999,1999.2284,1.0,1.3123,1.6496,134
1998.3053599999998,1999.30532,1.0,1.2922,1.6203,139
1998.3822799999998,1999.38224,1.0,1.2722,1.7007,162
1998.4592,1999.45916,1.0,1.2515,1.6893,167
1998.53612,1999.53608,1.0,1.2662,1.717,156
1998.61304,1999.613,1.0,1.245,1.6571,169
1998.68996,1999.68992,1.0,1.2036,1.6124,159
1998.76688,1999.76684,1.0,1.2236,1.5914,162
1998.8437999999999,1999.84376,1.0,2.4142,1.4727,400
1998.9207199999998,1999.92068,1.0,2.4521,1.4426,415
1998.9976399999998,1999.9976,1.0,2.4834,1.4142,422
1999.0745599999998,2000.07452,1.0,2.4816,1.4219,423
1999.15148,2000.15144,1.0,2.4816,1.4242,421
1999.2284,2000.22836,1.0,2.4841,1.4245,422
1999.30532,2000.30528,1.0,2.4947,1.4165,422
1999.38224,2000.3822,1.0,2.5977,1.2674,411
1999.4591599999999,2000.45912,1.0,2.6227,1.2325,408
1999.5360799999999,2000.53604,1.0,2.6494,1.2097,409
1999.6129999999998,2000.61296,1.0,2.619,1.2221,393
1999.6899199999998,2000.68988,1.0,2.6202,1.2243,394
1999.76684,2000.7668,1.0,2.6095,1.2231,394
1999.84376,2000.84372,1.0,2.2931,1.3757,147
1999.92068,2000.92064,1.0,2.1322,1.3896,134
1999.9976,2000.99756,1.0,2.0132,1.4464,128
2000.07452,2001.07448,1.0,1.8761,1.351,127
2000.1514399999999,2001.1514,1.0,1.7707,1.4622,134
2000.2283599999998,2001.22832,1.0,1.8039,1.432,130
2000.3052799999998,2001.30524,1.0,1.7478,1.4312,127
2000.3822,2001.38216,1.0,1.5549,1.3923,113
2000.45912,2001.45908,1.0,1.4921,1.4312,103
2000.53604,2001.536,1.0,1.3252,1.2833,105
2000.61296,2001.61292,1.0,1.1344,0.799,118
2000.68988,2001.68984,1.0,1.1415,0.7557,124
2000.7667999999999,2001.76676,1.0,1.1393,0.76,113
2000.8437199999998,2001.84368,1.0,1.1482,0.8045,114
2000.9206399999998,2001.9206,1.0,1.142,0.8028,113
2000.9975599999998,2001.99752,1.0,1.1385,0.7769,111
2001.07448,2002.07444,1.0,1.1508,0.7933,112
2001.1514,2002.15136,1.0,1.1714,0.6862,116
2001.22832,2002.22828,1.0,1.1963,0.7615,117
2001.30524,2002.3052,1.0,1.2254,0.797,117
2001.3821599999999,2002.38212,1.0,1.2492,0.8243,116
2001.4590799999999,2002.45904,1.0,1.2722,0.8223,118
2001.5359999999998,2002.53596,1.0,1.3071,0.8715,110
2001.6129199999998,2002.61288,1.0,1.4415,1.1521,89
2001.68984,2002.6898,1.0,1.4763,1.2481,83
2001.76676,2002.76672,1.0,1.5877,1.3157,98
2001.84368,2002.84364,1.0,1.5954,1.3156,97
2001.9206,2002.92056,1.0,1.6526,1.315,106
2001.99752,2002.99748,1.0,1.5886,1.239,104
2002.0744399999999,2003.0744,1.0,1.5829,1.3024,101
2002.1513599999998,2003.15132,1.0,1.572,1.8959,105
2002.2282799999998,2003.22824,1.0,1.531,1.9972,108
2002.3051999999998,2003.30516,1.0,1.5292,2.0259,105
2002.38212,2003.38208,1.0,1.5355,2.0472,105
2002.45904,2003.459,1.0,1.4987,1.9391,113
2002.53596,2003.53592,1.0,1.552,1.9296,116
2002.61288,2003.61284,1.0,1.474,1.8295,117
2002.6897999999999,2003.68976,1.0,1.4435,1.8125,115
2002.7667199999999,2003.76668,1.0,1.2737,1.6307,108
2002.8436399999998,2003.8436,1.0,1.3719,1.6368,113
2002.9205599999998,2003.92052,1.0,1.3037,1.6084,111
2002.99748,2003.99744,1.0,2.343,1.3527,224
2003.0744,2004.07436,1.0,2.4036,1.3149,248
2003.15132,2004.15128,1.0,2.4558,1.2287,239
2003.22824,2004.2282,1.0,2.4759,1.1907,249
2003.30516,2004.30512,1.0,2.4657,1.1997,249
2003.3820799999999,2004.38204,1.0,2.4874,1.1772,253
2003.4589999999998,2004.45896,1.0,2.4997,1.1764,242
2003.5359199999998,2004.53588,1.0,2.4681,1.1995,245
2003.61284,2004.6128,1.0,2.4721,1.1982,248
2003.68976,2004.68972,1.0,2.4748,1.1931,255
2003.76668,2004.76664,1.0,2.4518,1.1825,289
2003.8436,2004.84356,1.0,2.4337,1.1804,293
2003.92052,2004.92048,1.0,2.437,1.1755,293
2003.9974399999999,2004.9974,1.0,2.1297,1.079,180
2004.0743599999998,2005.07432,1.0,1.8704,1.0171,157
2004.1512799999998,2005.15124,1.0,1.8336,0.9663,152
2004.2281999999998,2005.22816,1.0,1.7001,0.8249,137
2004.30512,2005.30508,1.0,1.7005,0.7832,138
2004.38204,2005.382,1.0,1.6462,0.743,134
2004.45896,2005.45892,1.0,1.6594,0.8136,146
2004.53588,2005.53584,1.0,1.6749,0.7967,145
2004.6127999999999,2005.61276,1.0,1.6591,0.7844,149
2004.6897199999999,2005.68968,1.0,1.4599,0.7817,168
2004.7666399999998,2005.7666,1.0,1.294,1.0435,143
2004.8435599999998,2005.84352,1.0,1.3073,1.1345,137
2004.92048,2005.92044,1.0,1.2502,1.0693,130
2004.9974,2005.99736,1.0,1.2408,1.082,126
2005.07432,2006.07428,1.0,1.2523,1.0873,124
2005.15124,2006.1512,1.0,1.2546,1.0919,127
2005.22816,2006.22812,1.0,1.2801,1.1247,133
2005.3050799999999,2006.30504,1.0,1.2825,1.1303,135
2005.3819999999998,2006.38196,1.0,1.2721,1.1193,136
2005.4589199999998,2006.45888,1.0,1.2648,1.0581,137
2005.53584,2006.5358,1.0,1.255,1.0426,136
2005.61276,2006.61272,1.0,1.2223,1.0188,131
2005.68968,2006.68964,1.0,1.2549,1.194,107
2005.7666,2006.76656,1.0,1.2071,1.1173,93
2005.84352,2006.84348,1.0,1.1999,0.9798,97
2005.9204399999999,2006.9204,1.0,1.2638,1.0201,104
2005.9973599999998,2006.99732,1.0,1.2584,1.0014,110
2006.0742799999998,2007.07424,1.0,1.2982,1.0052,108
2006.1511999999998,2007.15116,1.0,1.344,0.9614,107
2006.22812,2007.22808,1.0,1.3407,0.937,99
2006.30504,2007.305,1.0,1.3479,0.8564,100
2006.38196,2007.38192,1.0,1.3318,0.8381,98
2006.45888,2007.45884,1.0,1.2623,0.7865,99
2006.5357999999999,2007.53576,1.0,1.298,0.8405,96
2006.6127199999999,2007.61268,1.0,1.2766,0.8489,97
2006.6896399999998,2007.6896,1.0,1.2549,0.8166,98
2006.7665599999998,2007.76652,1.0,1.2562,0.8076,97
2006.84348,2007.84344,1.0,1.298,0.8871,95
2006.9204,2007.92036,1.0,1.2933,0.8484,90
2006.99732,2007.99728,1.0,1.2995,0.8898,87
2007.07424,2008.0742,1.0,1.2616,0.8897,85
2007.15116,2008.15112,1.0,1.1736,0.6486,113
2007.2280799999999,2008.22804,1.0,1.1743,0.6526,117
2007.3049999999998,2008.30496,1.0,1.1762,0.6631,113
2007.3819199999998,2008.38188,1.0,1.181,0.7595,119
2007.45884,2008.4588,1.0,1.1201,0.6463,104
2007.53576,2008.53572,1.0,1.1827,0.7239,115
2007.61268,2008.61264,1.0,1.1993,0.7496,115
2007.6896,2008.68956,1.0,1.2013,0.7638,113
2007.76652,2008.76648,1.0,1.2085,0.7733,116
2007.8434399999999,2008.8434,1.0,1.1876,0.76,113
2007.9203599999998,2008.92032,1.0,1.2244,0.7844,126
2007.9972799999998,2008.99724,1.0,1.269,0.8529,135
2008.0741999999998,2009.07416,1.0,1.2585,0.8381,149
2008.15112,2009.15108,1.0,1.3037,1.093,121
2008.22804,2009.228,1.0,1.2862,1.0554,122
2008.30496,2009.30492,1.0,1.2486,1.0335,131
2008.38188,2009.38184,1.0,1.2833,1.0035,127
2008.4587999999999,2009.45876,1.0,1.3002,1.0138,132
2008.5357199999999,2009.53568,1.0,1.2608,0.952,126
2008.6126399999998,2009.6126,1.0,1.255,0.9447,125
2008.6895599999998,2009.68952,1.0,1.2346,0.9228,129
2008.76648,2009.76644,1.0,1.1427,0.6986,149
2008.8434,2009.84336,1.0,1.1774,0.6694,158
2008.92032,2009.92028,1.0,1.1621,0.6229,151
2008.99724,2009.9972,1.0,1.1944,0.5291,156
2009.07416,2010.07412,1.0,1.1965,0.5075,153
2009.1510799999999,2010.15104,1.0,1.1901,0.533,158
2009.2279999999998,2010.22796,1.0,1.2139,0.5409,171
2009.3049199999998,2010.30488,1.0,3.8728,3.0393,633
2009.38184,2010.3818,1.0,3.9624,3.0336,730
2009.45876,2010.45872,1.0,4.0376,2.9747,804
2009.53568,2010.53564,1.0,4.0728,2.9706,840
2009.6126,2010.61256,1.0,4.0527,2.9753,861
2009.68952,2010.68948,1.0,4.0387,2.9803,871
2009.7664399999999,2010.7664,1.0,4.0744,2.976,872
2009.8433599999998,2010.84332,1.0,4.0538,2.9827,880
2009.9202799999998,2010.92024,1.0,4.039,2.9862,884
2009.9971999999998,2010.99716,1.0,4.0428,2.9863,886
2010.07412,2011.07408,1.0,4.0293,2.9854,896
2010.15104,2011.151,1.0,4.0318,2.9743,901
2010.22796,2011.22792,1.0,4.0576,2.9651,890
2010.30488,2011.30484,1.0,4.0097,2.8201,458
2010.3817999999999,2011.38176,1.0,3.6508,2.6715,375
2010.4587199999999,2011.45868,1.0,3.0618,2.4947,309
2010.5356399999998,2011.5356,1.0,2.8917,2.4589,275
2010.6125599999998,2011.61252,1.0,2.8934,2.3664,254
2010.68948,2011.68944,1.0,2.8442,2.2391,247
2010.7664,2011.76636,1.0,2.7005,2.2812,226
2010.84332,2011.84328,1.0,2.6568,2.2933,216
2010.92024,2011.9202,1.0,2.6357,2.272,203
2010.99716,2011.99712,1.0,2.45,2.1747,182
2011.0740799999999,2012.07404,1.0,2.3769,2.29,162
2011.1509999999998,2012.15096,1.0,2.1319,2.1279,151
2011.2279199999998,2012.22788,1.0,2.0229,2.1125,148
2011.3048399999998,2012.3048,1.0,1.8924,2.4108,112
2011.38176,2012.38172,1.0,2.0467,2.6577,104
2011.45868,2012.45864,1.0,1.926,2.6222,97
2011.5356,2012.53556,1.0,1.6942,2.5496,100
2011.61252,2012.61248,1.0,1.5415,2.4451,107
2011.6894399999999,2012.6894,1.0,1.5498,1.9742,141
2011.7663599999998,2012.76632,1.0,1.6027,1.989,141
2011.8432799999998,2012.84324,1.0,1.5284,1.86,138
2011.9201999999998,2012.92016,1.0,1.5051,1.832,139
2011.99712,2012.99708,1.0,1.5023,1.8066,145
2012.07404,2013.074,1.0,1.4989,1.8251,146
2012.15096,2013.15092,1.0,1.4794,1.7205,151
2012.22788,2013.22784,1.0,1.4935,1.7011,156
2012.3048,2013.30476,1.0,1.4571,1.6957,158
2012.3817199999999,2013.38168,1.0,1.435,1.5826,148
2012.4586399999998,2013.4586,1.0,1.4154,1.5162,146
2012.5355599999998,2013.53552,1.0,1.4074,1.1832,139
2012.61248,2013.61244,1.0,1.4138,1.0584,133
2012.6894,2013.68936,1.0,1.3049,1.3784,91
2012.76632,2013.76628,1.0,1.2987,1.2755,96
2012.84324,2013.8432,1.0,1.2818,1.2472,94
2012.92016,2013.92012,1.0,1.2676,1.3013,93
2012.9970799999999,2013.99704,1.0,1.2842,1.2844,95
2013.0739999999998,2014.07396,1.0,1.2725,1.191,98
2013.1509199999998,2014.15088,1.0,1.3559,1.3429,93
2013.2278399999998,2014.2278,1.0,1.3292,1.3942,86
2013.30476,2014.30472,1.0,1.2853,1.2076,86
2013.38168,2014.38164,1.0,1.291,1.1399,92
2013.4586,2014.45856,1.0,1.274,1.0816,91
2013.53552,2014.53548,1.0,1.2873,1.1292,91
2013.6124399999999,2014.6124,1.0,1.3069,1.172,88
2013.6893599999999,2014.68932,1.0,1.3714,1.3156,98
2013.7662799999998,2014.76624,1.0,1.4305,1.3183,96
2013.8431999999998,2014.84316,1.0,1.4385,1.3337,98
2013.92012,2014.92008,1.0,1.4389,1.2972,98
2013.99704,2014.997,1.0,1.4257,1.3289,95
2014.07396,2015.07392,1.0,1.4767,1.3967,90
2014.15088,2015.15084,1.0,1.5312,1.3949,87
2014.2278,2015.22776,1.0,1.5606,1.4386,85
2014.3047199999999,2015.30468,1.0,1.6609,1.4719,86
2014.3816399999998,2015.3816,1.0,1.7171,1.4271,84
2014.4585599999998,2015.45852,1.0,1.6582,1.4278,92
2014.53548,2015.53544,1.0,1.6445,1.3689,89
2014.6124,2015.61236,1.0,1.6255,1.3544,87
2014.68932,2015.68928,1.0,1.5591,1.1084,77
2014.76624,2015.7662,1.0,1.4873,1.2478,73
2014.84316,2015.84312,1.0,1.4769,1.243,71
2014.9200799999999,2015.92004,1.0,1.4553,1.259,72
2014.9969999999998,2015.99696,1.0,1.3885,1.3427,72
2015.0739199999998,2016.07388,1.0,1.3738,1.2876,76
2015.1508399999998,2016.1508,1.0,1.4419,1.4867,80
2015.22776,2016.22772,1.0,1.4593,1.4186,83
2015.30468,2016.30464,1.0,1.4648,1.4892,73
2015.3816,2016.38156,1.0,1.3948,1.4796,69
2015.45852,2016.45848,1.0,1.2917,1.3632,65
2015.5354399999999,2016.5354,1.0,1.3123,1.4094,66
2015.6123599999999,2016.61232,1.0,1.3655,1.4151,73
2015.6892799999998,2016.68924,1.0,1.3952,1.4583,81
2015.7661999999998,2016.76616,1.0,1.3247,1.3068,90
2015.84312,2016.84308,1.0,1.3145,1.1889,88
2015.92004,2016.92,1.0,1.331,1.1719,87
2015.99696,2016.99692,1.0,1.2867,1.0427,97
2016.07388,2017.07384,1.0,1.2514,0.9305,103
2016.1508,2017.15076,1.0,1.2483,0.8438,100
2016.2277199999999,2017.22768,1.0,1.2912,0.9415,105
2016.3046399999998,2017.3046,1.0,1.3048,0.9422,108
2016.3815599999998,2017.38152,1.0,1.2904,0.9401,112
2016.45848,2017.45844,1.0,1.2972,0.9033,112
2016.5354,2017.53536,1.0,1.2849,0.8962,109
2016.61232,2017.61228,1.0,1.2546,0.89,107
2016.68924,2017.6892,1.0,1.2285,0.8376,100
2016.76616,2017.76612,1.0,1.212,0.8028,93
2016.8430799999999,2017.84304,1.0,1.1962,0.7927,92
2016.9199999999998,2017.91996,1.0,1.2016,0.813,92
2016.9969199999998,2017.99688,1.0,1.3386,1.0558,86
2017.0738399999998,2018.0738,1.0,1.3869,1.1548,80
2017.15076,2018.15072,1.0,1.3719,1.0941,81
2017.22768,2018.22764,1.0,1.3028,0.9662,75
2017.3046,2018.30456,1.0,1.3214,0.9768,78
2017.38152,2018.38148,1.0,1.3618,0.9513,85
2017.4584399999999,2018.4584,1.0,1.3432,1.023,79
2017.5353599999999,2018.53532,1.0,1.3693,1.0673,82
2017.6122799999998,2018.61224,1.0,1.363,0.9964,81
2017.6891999999998,2018.68916,1.0,1.4246,0.9851,85
2017.76612,2018.76608,1.0,1.4395,1.0248,82
2017.84304,2018.843,1.0,1.4329,1.0448,85
2017.91996,2018.91992,1.0,1.3464,1.194,91
2017.99688,2018.99684,1.0,1.3416,1.191,82
2018.0738,2019.07376,1.0,1.2745,1.1449,81
2018.1507199999999,2019.15068,1.0,1.3434,1.3382,82
2018.2276399999998,2019.2276,1.0,1.3444,1.391,77
2018.3045599999998,2019.30452,1.0,1.2946,1.3893,77
2018.38148,2019.38144,1.0,1.2761,1.6564,75
2018.4584,2019.45836,1.0,1.2799,1.5968,77
2018.53532,2019.53528,1.0,2.8997,1.4267,676
2018.61224,2019.6122,1.0,2.9973,1.331,732
2018.68916,2019.68912,1.0,3.0076,1.3233,744
2018.7660799999999,2019.76604,1.0,3.0191,1.3134,748
2018.8429999999998,2019.84296,1.0,3.0304,1.3019,755
2018.9199199999998,2019.91988,1.0,3.0516,1.2819,762
2018.9968399999998,2019.9968,1.0,3.0607,1.2723,773
2019.07376,2020.07372,1.0,3.0609,1.2725,773
2019.15068,2020.15064,1.0,3.0605,1.2723,773
2019.2276,2020.22756,1.0,3.0715,1.2612,783
2019.30452,2020.30448,1.0,3.0681,1.2622,801
2019.3814399999999,2020.3814,1.0,3.0173,1.2708,906
2019.4583599999999,2020.45832,1.0,2.9411,1.2738,1001
2019.5352799999998,2020.53524,1.0,1.9675,0.9375,427
2019.6121999999998,2020.61216,1.0,1.8264,0.8024,394
2019.68912,2020.68908,1.0,1.7936,0.7714,398
2019.76604,2020.766,1.0,1.7593,0.7699,445
2019.84296,2020.84292,1.0,1.7544,0.7658,440
2019.91988,2020.91984,1.0,1.7356,0.7654,445
2019.9968,2020.99676,1.0,1.7773,0.6399,462
2020.0737199999999,2021.07368,1.0,1.78,0.6385,477
2020.1506399999998,2021.1506,1.0,1.7933,0.6291,484
2020.2275599999998,2021.22752,1.0,1.7916,0.622,479
2020.30448,2021.30444,1.0,1.7764,0.63,468
2020.3814,2021.38136,1.0,1.7967,0.606,360
 
,,,Mean EQs
,,,181
 
Lat-Long: ,NELng_local,SWLng_local,NELat_local,SWLat_local,Grid,Location
Data:,-113.2437,-123.2437,39.0522,29.0522,0.33,Los Angeles
